country,sampling_id,lon,lat,air_pollutant,iso_code
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.3902.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.64460.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.64460.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.64460.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.64460.5.1,16.52617,47.84011,PM10,AT
Austria,SPO.01.0001.65188.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65188.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65188.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65188.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65188.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65188.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65507.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65507.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65507.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0001.65507.6001.1,16.52617,47.84011,PM2.5,AT
Austria,SPO.01.0002.3905.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0002.3905.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0002.3905.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0002.3905.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0002.3905.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0002.3905.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0002.67630.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0002.67630.5.1,16.20786,47.33992,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.3903.5.1,17.07032,48.10915,PM10,AT
Austria,SPO.01.0003.67772.6001.1,17.07032,48.10915,PM2.5,AT
Austria,SPO.01.0035.65230.5.1,16.14827,46.94204,PM10,AT
Austria,SPO.01.0035.65230.5.1,16.14827,46.94204,PM10,AT
Austria,SPO.01.1007.67202.5.1,16.64722,47.46528,PM10,AT
Austria,SPO.01.0006.68635.5.1,16.22068,47.27836,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.F202.56347.5.1,14.52998,46.84283,PM10,AT
Austria,SPO.02.KA11.55366.5.1,14.29750,46.62556,PM10,AT
Austria,SPO.02.KA21.4038.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.4038.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.4038.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.4038.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55367.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.55367.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.55367.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.55784.5.1,14.31806,46.62556,PM10,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA21.64523.6001.1,14.31806,46.62556,PM2.5,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64336.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64339.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64339.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64339.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64339.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64340.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64340.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64340.5.1,14.29914,46.62662,PM10,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.KA71.64585.6001.1,14.29914,46.62662,PM2.5,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M121.56344.5.1,13.70345,46.55840,PM10,AT
Austria,SPO.02.M226.57832.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.57832.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.57832.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.M226.63502.5.1,14.39826,46.61011,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP10.56346.5.1,13.19453,46.93500,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SP18.56350.5.1,13.49389,46.80139,PM10,AT
Austria,SPO.02.SV24.60228.5.1,14.36583,46.77111,PM10,AT
Austria,SPO.02.SV24.60228.5.1,14.36583,46.77111,PM10,AT
Austria,SPO.02.SV24.60228.5.1,14.36583,46.77111,PM10,AT
Austria,SPO.02.VI12.4672.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.4672.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.4672.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.4672.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.4672.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.VI12.55831.5.1,13.84139,46.61250,PM10,AT
Austria,SPO.02.WO15.55393.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55393.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55393.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55393.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.55830.5.1,14.84346,46.83498,PM10,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO15.64586.6001.1,14.84346,46.83498,PM2.5,AT
Austria,SPO.02.WO25.56348.5.1,14.82222,46.76389,PM10,AT
Austria,SPO.02.WO25.56348.5.1,14.82222,46.76389,PM10,AT
Austria,SPO.02.WO25.56348.5.1,14.82222,46.76389,PM10,AT
Austria,SPO.02.WO25.56348.5.1,14.82222,46.76389,PM10,AT
Austria,SPO.02.WO25.56348.5.1,14.82222,46.76389,PM10,AT
Austria,SPO.02.WO25.56348.5.1,14.82222,46.76389,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.02.WO35.56345.5.1,14.89167,46.70833,PM10,AT
Austria,SPO.03.0065.5088.5.1,16.14340,48.19550,PM10,AT
Austria,SPO.03.0065.5088.5.1,16.14340,48.19550,PM10,AT
Austria,SPO.03.0065.5088.5.1,16.14340,48.19550,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.4885.5.1,14.87880,48.11990,PM10,AT
Austria,SPO.03.0101.67767.6001.1,14.87880,48.11990,PM2.5,AT
Austria,SPO.03.0101.67767.6001.1,14.87880,48.11990,PM2.5,AT
Austria,SPO.03.0101.67767.6001.1,14.87880,48.11990,PM2.5,AT
Austria,SPO.03.0101.67767.6001.1,14.87880,48.11990,PM2.5,AT
Austria,SPO.03.0101.67767.6001.1,14.87880,48.11990,PM2.5,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.57420.5.1,14.51954,48.19234,PM10,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0104.65867.6001.1,14.51954,48.19234,PM2.5,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.63471.5.1,16.20573,47.95920,PM10,AT
Austria,SPO.03.0201.67768.6001.1,16.20573,47.95920,PM2.5,AT
Austria,SPO.03.0201.67768.6001.1,16.20573,47.95920,PM2.5,AT
Austria,SPO.03.0201.67768.6001.1,16.20573,47.95920,PM2.5,AT
Austria,SPO.03.0201.67768.6001.1,16.20573,47.95920,PM2.5,AT
Austria,SPO.03.0201.67768.6001.1,16.20573,47.95920,PM2.5,AT
Austria,SPO.03.0202.4754.5.1,15.91890,48.10510,PM10,AT
Austria,SPO.03.0202.4754.5.1,15.91890,48.10510,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.4886.5.1,16.95787,48.14420,PM10,AT
Austria,SPO.03.0301.67770.6001.1,16.95787,48.14420,PM2.5,AT
Austria,SPO.03.0301.67770.6001.1,16.95787,48.14420,PM2.5,AT
Austria,SPO.03.0301.67770.6001.1,16.95787,48.14420,PM2.5,AT
Austria,SPO.03.0301.67770.6001.1,16.95787,48.14420,PM2.5,AT
Austria,SPO.03.0301.67770.6001.1,16.95787,48.14420,PM2.5,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0302.4757.5.1,16.67529,48.05004,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.63472.5.1,16.72945,48.33472,PM10,AT
Austria,SPO.03.0401.68432.6001.1,16.72945,48.33472,PM2.5,AT
Austria,SPO.03.0401.68432.6001.1,16.72945,48.33472,PM2.5,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.55181.5.1,16.63630,48.23070,PM10,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0407.65866.6001.1,16.63630,48.23070,PM2.5,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.4887.5.1,15.04667,48.87861,PM10,AT
Austria,SPO.03.0502.68433.6001.1,15.04667,48.87861,PM2.5,AT
Austria,SPO.03.0502.68433.6001.1,15.04667,48.87861,PM2.5,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.56151.5.1,16.32794,48.30822,PM10,AT
Austria,SPO.03.0599.67771.6001.1,16.32794,48.30822,PM2.5,AT
Austria,SPO.03.0599.67771.6001.1,16.32794,48.30822,PM2.5,AT
Austria,SPO.03.0599.67771.6001.1,16.32794,48.30822,PM2.5,AT
Austria,SPO.03.0599.67771.6001.1,16.32794,48.30822,PM2.5,AT
Austria,SPO.03.0603.5038.5.1,16.43110,48.08570,PM10,AT
Austria,SPO.03.0603.5038.5.1,16.43110,48.08570,PM10,AT
Austria,SPO.03.0603.5038.5.1,16.43110,48.08570,PM10,AT
Austria,SPO.03.0603.5038.5.1,16.43110,48.08570,PM10,AT
Austria,SPO.03.0603.5038.5.1,16.43110,48.08570,PM10,AT
